No,質問,期待回答,実際回答,スコア,判定
102,転用承諾番号について,転用承諾番号とは、NTT東西と光回線契約をしている人が、光コラボレーション事業者へ光回線の契約を乗り換える際に必要な番号です。\nNTT東西の「フレッツ光」より、「スリム光」に変更するときに必要な番号となります。\n\n【取得方法】\n・インターネットからのご取得を検討されているお客様\n(西日本在住の方)\nhttps://flets-w.com/collabo/tenyou/entry/ \n\n(東日本在住の方)\nhttps://flets.com/app4/input/index/ \n\n・電話でご取得を検討されているお客様\n(西日本在住の方)\n0120-553-104\n受付時間 9:00〜17:00 土日・祝日も営業(年末年始を除く)\n\n(東日本在住の方)\n0120-140-202\n受付時間 9:00〜17:00 土日・祝日も営業(年末年始を除く),申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
103,新規申込について,・お引越し\nお引越し先がNTT東西の光回線提供エリア内であればサービスを引き続きご利用頂けます。\nなお、提供エリアであってもまれにNTT東西の光ファイバーが電柱などの位置関係によりルート外になる場合、管理会社さま等から許可をいただけない場合があります。\n詳しくは0120-36-3624までお問い合わせください。\n\nおおよそ目安\n戸建て １ヶ月程度\n集合住宅(光配線のマンション設備がある場合) 2週間〜3週間程度\n集合住宅・テナント(光配線のマンション設備がない場合) 2週間〜3ヶ月程度\n引越し特典\n工事費&パソコン設定サービス無料\n開通まではモバイルレンタルサービスで快適インターネット,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
104,提供エリアについて,NTT東西と同様の提供エリアとなります。\n下記URLにて判断をすることができます。\n\n【西日本在住の方】\nhttps://flets.ntt-west.co.jp/area/areaSearch?__kzd=.flets-w.com&__kzi=8ccbe91c-11a2-53cb-be9b-c9b1bfefa8f2&__kzn=bc32dfe4fa3d.152.6&__kzt=1740446408367&_ga=2.265446730.496328287.1740446406-1130162286.1707823222&_gl=1%2A1dv03r8%2A_ga%2AMTEzMDE2MjI4Ni4xNzA3ODIzMjIy%2A_ga_XHGD36LSCD%2AMTc0MDQ0NjQwNi4yOTEuMC4xNzQwNDQ2NDA3LjU5LjAuMA.. \n\n【東日本在住の方】\nhttps://flets.com/app2/search_c.html,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
105,工事ができない理由について,工事ができない理由についてはいくつかあります。\n① 建物上の都合\n② 提供エリア外(ルート外)\n③ 光に対応ができない機器がある\n\n他社様にて工事ができないなどが有った場合、当社では光ファイバーを引込するための配管工事などの付帯工事も行っております。\n0120-36-3624までお気軽にお問い合わせくださいませ。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
106,サ総(サービス総合工事について),サ総(サービス総合工事)とは、NTTの通信設備設置工事のことで、主に電柱や地下などの設備から配線を新設し、必要な機器を取り付ける工事を指します。\n光回線を引き込むにあたり、必要な工事となります。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
107,申込から工事までの流れ,お申込みですが、当社コールセンター・営業スタッフ・指定販売店からお申込み頂けます。\nお申込み後、工事日のご案内をいたします。(お申込後から3日〜2ケ月)\n※建物上・機器の関係で現場調査が必要な場合は、工事までに調査を当社で実施いたします。\n工事当日に工事立会いを頂きます。\n各種設定を行い、インターネット及び電話サービスがご利用いただけるようになります。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
108,工事後の当社フォローについて,スリム光工事完了後、お客様のインターネット(固定電話含む)の保守・サポートは当社で行います。\nお電話の故障・インターネットの故障が発生した場合は、0120-36-3624までお問い合わせください。\n※パソコンの故障や、スマートフォン等の故障、複合機の故障などは当社で対応できませんので予めご了承ください。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
109,加入権について,加入権とは、NTT東日本やNTT西日本の固定電話回線を契約するための権利で、正式には「施設設置負担金」と呼ばれます。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
110,ビジネスホンですが、ひかり電話を利用できますか,基本的にはご利用頂けますが古い機種の場合、一部ご利用できない又は設定ができない場合がございます。\nスリム光の新規でのお申込みの場合、光の工事前に電話機調査を実施いたしますので、ご利用できない場合はその際にお伝えいたします。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
111,複合機について,複合機ですが、基本的には「スリム光」に対応しております。\nご利用いただくにはスリム光のIPアドレスまたは複合機側の設定が必要な場合がございます。\nスリム光のグループIPアドレスを複合機で設定していただくか、複合機側のグループIPアドレスをスリム光のルーターに設定する必要があります。\nお電話でサポートまたは訪問でもサポート(有料)ができますので、お困りの場合は便利な訪問サポートをご活用ください。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
112,IPアドレスとは何ですか,IPアドレスとは、インターネットに接続されている機器を識別するための番号です。\nインターネット上の住所や電話番号のような役割を果たしており、通信するデバイスにアクセスするための場所情報が含まれています。,"IPアドレスとは、インターネットに接続されている機器を識別するための番号です。
インターネット上の住所や電話番号のような役割を果たしており、通信するデバイスにアクセスするための場所情報が含まれています。",0.998,〇
113,ポスレジ・カラオケ・警備端末・クレジットなどを利用したい、またはスリム光に対応していますか,「スリム光」は、NTT東西の光コラボレーションとなりますので、基本的にはNTT東西の「フレッツ光」がその機器に対応しているのであれば対応可能です。\n「フレッツ光」が対応していない場合は、「スリム光」でも対応はできません。\n詳しくはご利用メーカーに、「フレッツ光」が対応しているかをご確認ください。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
114,ひかり電話の必要チャネル数を聞かれました。チャネルとは何ですか,ご利用されたい回線数のことになります。\n申込チャネル数により、同時に発着信できる台数が異なります。\n2チャネルであれば、2台同時に発着信できますが、3台目以降は話中音(キャッチホン無)が相手に流れます。\n3台同時に発着信をご利用されたい場合は、台数分のチャネルの申込が必要になります。\nまた、ご利用されるチャネル数に応じ、申込タイプも異なります。\n詳しくは0120-36-3624までお問い合わせください。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
115,フリーダイヤル(フリーアクセス)の申込をしたいです。,月額料金 1100円\n登録事務手数料 2200円\n申込後、フリーアクセスの番号をご案内します。\n番号決定後、7日後(土日祝を除く)からサービスをご利用頂けます。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
116,あなたの名前を教えて,私はスリム通信社内のサポート用チャットボットです。名前を決めてほしいです！,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
117,Wi-Fiの2.4GHzと5GHzの違いは何ですか？,2.4GHzは通信距離が広く、壁や床などの障害物に強いという特徴があります。\nルーターから離れた部屋や、階が異なる部屋でご利用の場合におすすめです。\n\n一方、5GHzは通信距離が狭く、障害物に弱いですが、通信速度が速いという特徴があります。\nルーターの近くで接続してご利用いただく場合におすすめです。,"はい、承知いたしました。
Wi-Fiの2.4GHzと5GHzには、それぞれ以下のような特徴がございます。

**【2.4GHz】**
通信距離が広く、壁や床などの障害物に強いという特徴があります。そのため、ルーターから離れた部屋や、階が異なる部屋でご利用の場合におすすめです。

**【5GHz】**
通信速度が速いという特徴がありますが、通信距離は狭く、障害物には弱いです。そのため、ルーターの近くでご利用いただく場合におすすめです。",0.903,〇
118,Wi-Fiが不安定な場合、周波数を変えた方がいいですか？,通信が不安定な場合、ルーターとの距離や間に障害物がないかをご確認ください。ルーターから遠い場所では2.4GHz、ルーターの近くでは5GHzを使用することで、安定した通信が期待できます。,"Wi-Fiが不安定になる原因の一つとして、周波数帯が2.4GHz帯をご利用の場合に、電子レンジなどから電波干渉を受けている可能性が考えられます。
その場合の対処法として、Wi-Fiの周波数帯を5GHz帯に変更することが挙げられます。",0.753,〇
119,5GHzのWi-Fiはどのような時に使うべきですか？,5GHzは通信速度が速いため、ルーターの近くで動画視聴やオンラインゲームなど、高速な通信が必要な場合のご利用をおすすめします。,5GHzは通信速度が速いため、ルーターの近くで動画視聴やオンラインゲームなど、高速な通信が必要な場合のご利用をおすすめします。,1.0,〇
120,2.4GHzのWi-Fiはどのような時に使うべきですか？,2.4GHzは通信距離が広く障害物に強いため、ルーターと離れた場所にある部屋や、階が違う部屋でインターネットをご利用になる場合におすすめです。,2.4GHzのWi-Fiは、通信距離が広く障害物にも強いため、ルーターと離れた場所にある部屋や、階が違う部屋でインターネットをご利用になる場合におすすめです。,0.983,〇
121,ルーターと違う部屋でWi-Fiを使いたいんですが、どの周波数に設定すればいいですか？,ルーターと違う部屋でWi-Fiを利用する場合、2.4GHz帯の利用をおすすめします。2.4GHz帯は壁や床などの障害物に強く、通信が安定しやすい特性があります。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
122,新しいスマホやPCに買い替えたのですが、インターネットの設定はどうすればいいですか？,回線側での特別な設定は不要です。新しい端末側でWi-Fi接続の設定を行ってください。以下に各OSの設定方法のURLを記載します。\n・Windows:https://support.microsoft.com/ja-jp/windows/windows-%E3%81%A7-wi-fi-%E3%83%8D%E3%83%83%E3%83%88%E3%83%AF%E3%83%BC%E3%82%AF%E3%81%AB%E6%8E%A5%E7%B6%9A%E3%81%99%E3%82%8B-1f881677-b569-0cd5-010d-e3cd3579d263 \n・Android:https://support.google.com/android/answer/9075847?hl=ja \n・IPhone:https://support.apple.com/ja-jp/111107,"お問い合わせありがとうございます。

新しいスマートフォンやパソコンでのインターネット設定ですね。
回線側での特別な設定は不要でございますので、新しい端末側でWi-Fi接続の設定を行ってください。

以下にOSごとの設定方法のURLをご案内いたします。

*   **Windows:**
    https://support.microsoft.com/ja-jp/windows/windows-%E3%81%A7-wi-fi-%E3%83%8D%E3%83%83%E3%83%88%E3%83%AF%E3%83%BC%E3%82%AF%E3%81%AB%E6%8E%A5%E7%B6%9A%E3%81%99%E3%82%8B-1f881677-b569-0cd5-010d-e3cd3579d263
*   **Android:**
    https://support.google.com/android/answer/9075847?hl=ja
*   **iPhone:**
    https://support.apple.com/ja-jp/111107",0.863,〇
123,新しい端末にWi-Fiを設定したいのですが、どうすればいいですか？,新しいパソコンやスマートフォンでのWi-Fi設定は、端末側の操作のみで完了します。回線側での手続きは必要ありません。詳しい設定方法については、お使いの端末のOSに応じた以下のURLをご参照ください。\n・Windows:https://support.microsoft.com/ja-jp/windows/windows-%E3%81%A7-wi-fi-%E3%83%8D%E3%83%83%E3%83%88%E3%83%AF%E3%83%BC%E3%82%AF%E3%81%AB%E6%8E%A5%E7%B6%9A%E3%81%99%E3%82%8B-1f881677-b569-0cd5-010d-e3cd3579d263 \n・Android:https://support.google.com/android/answer/9075847?hl=ja \n・IPhone:https://support.apple.com/ja-jp/111107,"お問い合わせありがとうございます。

新しいパソコンやスマートフォンでのWi-Fi設定は、端末側の操作のみで完了いたします。回線側での手続きは必要ございません。

詳しい設定方法につきましては、お使いの端末のOSに応じた以下のURLをご参照ください。

・Windows: https://support.microsoft.com/ja-jp/windows/windows-%E3%81%A7-wi-fi-%E3%83%8D%E3%83%83%E3%83%88%E3%83%AF%E3%83%BC%E3%82%AF%E3%81%AB%E6%8E%A5%E7%B6%9A%E3%81%99%E3%82%8B-1f881677-b569-0cd5-010d-e3cd3579d263
・Android: https://support.google.com/android/answer/9075847?hl=ja
・IPhone: https://support.apple.com/ja-jp/111107",0.943,〇
124,スリム光を契約したいのですが、最初にいくら支払う必要がありますか？,"スリム光の初期費用は、契約料が880円、引込工事料金が22,000円です。ひかり電話やスリムテレビを同時にお申し込みの場合は、別途費用がかかります。",申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
125,料金を支払い忘れてインターネットが止まってしまいました。再開するにはどうすればいいですか？,未納分の料金をお支払いいただいた後、およそ1時間ほどでサービスの利用を再開できます。お支払いの後のご連絡は、平日10時〜19時、土曜日10時〜17時の間に当社までお問い合せください。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
126,料金を支払ったのですが、電話が使えません。いつから再開しますか？,未納分の料金をお支払いいただいてから、約1時間でサービスが再開されます。サービス再開に関するお問い合わせは、平日10時〜19時、土曜日10時〜17時にお願いします。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
127,未払い分を支払って、すぐにインターネットを使えるようにしたいです。,お支払い確認後、1時間ほどでインターネットのご利用を再開いただけます。早めの再開をご希望でしたら、平日10時〜19時、土曜日10時〜17時の間に当社までご連絡ください。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
128,お引越し先でもスリム光を使えますか？,はい、スリム光サービスはNTT東西のフレッツ光と同じ提供エリアでご利用いただけます。以下のURLから、お引越し先が提供エリア内かどうかをご確認いただけます。\n提供エリア検索URL:https://bb-fletsnavi.com/westlp/nttwest/index.html?vd=g1_5_2&gad_source=1&gad_campaignid=22613274467&gbraid=0AAAAA_yDh7HgPrwXQE2cYcWahoCyurNme&gclid=CjwKCAjwiY_GBhBEEiwAFaghvtjmVM4oU-xi7ssgbMYWBRYK9are89Qbfbe5Lxl9ClEqKatp88o05hoCSl0QAvD_BwE,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
129,引越しを考えています。スリム光の提供エリアを確認したいです。,スリム光はNTT東西のフレッツ光を同じエリアでご利用可能です。提供エリアの確認は、下記のNTT西日本のエリア検索URLから行ってください。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
130,スリム光の引越し手続きは可能ですか？,はい、可能です。お引越し先でもサービスをご利用いただけるか、まずはNTT東西の提供エリア検索サイトでご確認ください。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
131,他社へ乗り換えるために事業者変更番号を発行してほしいです。どうすればいいですか？,事業者変更番号は、当社が払い出しいたしますので、お手数ですが0120-36-3624までお問い合わせください。なりすまし防止のため、ご契約者様ご本人に確認後、番号を発行いたします。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
132,事業者変更番号の発行にはどのくらい時間がかかりますか？,事業者変更番号の発行にはお時間がかかります。また、ご契約者様ご本人の確認や、お支払い状況によっては発行できない場合もございますので、詳細は0120-36-3624までお問い合わせください。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
133,スリム光の支払い方法を変更したいのですが、どのような方法がありますか？,お支払い方法は、以下の3種類からお選びいただけます。\n・請求書払い（手数料：275円）\n・口座振替（手数料：110円）\n・クレジットカード払い（手数料：0円）,申し訳ありませんが、お支払い方法の変更に関する情報は見つかりませんでした。他のキーワードでお試しください。,0.0,×
134,支払い方法によって手数料は変わりますか？,はい、お支払い方法によって手数料が異なります。口座振替は110円、請求書払いは275円かかりますが、クレジットカード払いの手数料は無料です。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
135,口座振替にすると、いつ引き落とされますか？,口座振替の場合、ご利用月の翌月27日に引き落となります。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
136,請求書払い・口座振替・クレジットカード払いのそれぞれの特徴を教えてください。,・請求書払い：毎月中旬頃に請求書が届き、手数料が275円かかります。\n・口座振替：翌月27日に自動で引き落とされ、手数料は110円です。\n・クレジットカード払い：手数料は無料で、手続きも簡単です。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
137,スリム光の初期費用はいくらですか？,"スリム光の初期費用は、契約料が880円、引込工事料金が22,000円です。ひかり電話やスリムテレビを同時にお申し込みの場合は、別途費用がかかります。",申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
138,スリム光の導入にかかる費用を教えて。,"スリム光の初期費用は、契約料が880円、引込工事料金が22,000円です。ひかり電話やスリムテレビを同時にお申し込みの場合は、別途費用がかかります。",申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
139,スリム光を契約するのに最初にかかるお金は？,"スリム光の初期費用は、契約料が880円、引込工事料金が22,000円です。ひかり電話やスリムテレビを同時にお申し込みの場合は、別途費用がかかります。",申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
